Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Latitude,Longitude,user id,product id,Interaction type,Date,Heure,Month
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,Yes,4,Debit Card,Quarterly,33.8569,-80.945,137.0,9d5a7160612c96058770fcc966a92054,like,2023-06-11,08:00:00,2023-06
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,Express,Yes,Yes,42,Venmo,Annually,33.8569,-80.945,153.0,6932ffb2c1475a79312b47f46b24e64a,purchase,2023-11-22,08:00:00,2023-11
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,33.8569,-80.945,198.0,67c5ad1b80a48100edd86b683ca6056d,purchase,2023-04-01,10:00:00,2023-04
349,56,Male,Blouse,Clothing,59,South Carolina,M,Beige,Fall,2.7,Yes,Free Shipping,Yes,Yes,17,PayPal,Fortnightly,33.8569,-80.945,349.0,1a66894a4da3d5abbe0e00ef968b74df,view,2023-04-06,10:00:00,2023-04
377,51,Male,Shoes,Footwear,51,South Carolina,S,Gray,Fall,4.9,Yes,Express,Yes,Yes,2,Venmo,Bi-Weekly,33.8569,-80.945,377.0,e3863d72695739ba0e28f309ae0ba647,like,2023-02-07,10:00:00,2023-02
397,46,Male,Dress,Clothing,88,South Carolina,S,Black,Fall,3.9,Yes,Standard,Yes,Yes,24,Bank Transfer,Annually,33.8569,-80.945,397.0,107c034c19c8d89d2f2b4ce9edc4754b,view,2023-07-22,10:00:00,2023-07
406,41,Male,Jeans,Clothing,74,South Carolina,S,Silver,Summer,3.8,Yes,Standard,Yes,Yes,15,Cash,Annually,33.8569,-80.945,406.0,c80b0f60fb9f690cca5ec1617d08544d,view,2023-07-31,10:00:00,2023-07
461,64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.7,Yes,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly,33.8569,-80.945,461.0,2b5bae68de4270ab34625cd49eb8a511,like,2023-09-24,10:00:00,2023-09
503,59,Male,Pants,Clothing,30,South Carolina,S,Cyan,Fall,2.8,Yes,Express,Yes,Yes,8,PayPal,Fortnightly,33.8569,-80.945,503.0,9d1e87ff204e64c01d39f92a2dd26484,purchase,2023-03-11,08:00:00,2023-03
521,51,Male,Sunglasses,Accessories,84,South Carolina,M,White,Spring,3.9,Yes,Free Shipping,Yes,Yes,20,Debit Card,Quarterly,33.8569,-80.945,521.0,f11aadaebb7796882e964c8eab11de67,like,2023-11-21,08:00:00,2023-11
528,21,Male,T-shirt,Clothing,23,South Carolina,L,Yellow,Winter,4.3,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months,33.8569,-80.945,528.0,bcb0f9a5e52b01477a062760d2c19a98,like,2023-11-28,08:00:00,2023-11
541,49,Male,Dress,Clothing,37,South Carolina,M,Lavender,Spring,3.1,Yes,Next Day Air,Yes,Yes,33,Cash,Every 3 Months,33.8569,-80.945,541.0,0cd25752c56def154e9919e71217031f,like,2023-11-12,08:00:00,2023-11
573,56,Male,Scarf,Accessories,97,South Carolina,XL,Cyan,Summer,4.6,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Annually,33.8569,-80.945,573.0,1eefd4a9f26e2d87c4c6313fae4a9806,purchase,2023-10-01,10:00:00,2023-10
586,69,Male,Socks,Clothing,23,South Carolina,M,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Every 3 Months,33.8569,-80.945,586.0,1ad4f9656b2adbcea3d1b2729812a794,like,2023-01-23,10:00:00,2023-01
601,22,Male,Hat,Accessories,63,South Carolina,M,Charcoal,Spring,5.0,Yes,2-Day Shipping,Yes,Yes,25,Venmo,Monthly,33.8569,-80.945,601.0,9daa8fdb5dccade00da2ac755c2f723d,view,2023-10-23,08:00:00,2023-10
625,55,Male,Pants,Clothing,87,South Carolina,XL,Pink,Fall,3.4,Yes,Express,Yes,Yes,21,PayPal,Annually,33.8569,-80.945,625.0,10276898a5e93af662fec780ab42baa9,view,2023-11-16,08:00:00,2023-11
636,27,Male,Hoodie,Clothing,59,South Carolina,M,Brown,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,28,Cash,Quarterly,33.8569,-80.945,636.0,90892465488132ab8421232a5f18f778,view,2023-11-27,08:00:00,2023-11
810,48,Male,Boots,Footwear,81,South Carolina,M,Violet,Fall,4.9,Yes,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly,33.8569,-80.945,810.0,d2cbabf462a8910f4f7dd1e935599837,purchase,2023-09-11,08:00:00,2023-09
861,26,Male,Shoes,Footwear,87,South Carolina,M,Maroon,Spring,4.1,Yes,Standard,Yes,Yes,3,Cash,Monthly,33.8569,-80.945,861.0,3bf26ff5b8dfb6d7101aaf98d9bdf7ba,view,2022-12-28,10:00:00,2022-12
882,52,Male,Sandals,Footwear,61,South Carolina,M,Silver,Summer,2.7,Yes,Next Day Air,Yes,Yes,18,Venmo,Annually,33.8569,-80.945,882.0,b211c1b4e0845807da58425ba9b40e62,like,2023-10-17,08:00:00,2023-10
907,41,Male,Pants,Clothing,56,South Carolina,M,Red,Spring,4.2,Yes,Standard,Yes,Yes,21,Debit Card,Bi-Weekly,33.8569,-80.945,907.0,6b29a73ef59f4495d1793780edd83a73,purchase,2023-11-11,08:00:00,2023-11
964,21,Male,Boots,Footwear,63,South Carolina,L,Green,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly,33.8569,-80.945,964.0,905bdd162328836c97b5678f4bec3d99,like,2023-05-01,10:00:00,2023-05
1014,59,Male,Belt,Accessories,69,South Carolina,XL,Green,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,31,Venmo,Bi-Weekly,33.8569,-80.945,1014.0,e56450d6983d2f98c09f3b1a90d80655,like,2023-09-11,08:00:00,2023-09
1083,54,Male,Hat,Accessories,85,South Carolina,XL,Cyan,Winter,2.6,No,Next Day Air,Yes,Yes,30,Venmo,Quarterly,33.8569,-80.945,1083.0,3a5c41de4f5bc3fcd804a90fbe0c4e1f,purchase,2023-05-12,08:00:00,2023-05
1145,41,Male,Jeans,Clothing,54,South Carolina,S,Indigo,Fall,4.4,No,2-Day Shipping,Yes,Yes,25,Bank Transfer,Fortnightly,33.8569,-80.945,1145.0,1ff60bdb5f6037fdb24590b22e630603,like,2023-10-19,08:00:00,2023-10
1179,37,Male,Dress,Clothing,22,South Carolina,M,Teal,Spring,4.9,No,Express,Yes,Yes,23,Debit Card,Annually,33.8569,-80.945,1179.0,2b63cd8ac2359912d0cec55c24ef9e18,like,2023-11-22,08:00:00,2023-11
1185,63,Male,Belt,Accessories,73,South Carolina,S,Indigo,Fall,3.4,No,Express,Yes,Yes,19,Credit Card,Annually,33.8569,-80.945,1185.0,a39d2ead49c5b04b7a889e292077086f,purchase,2023-11-28,08:00:00,2023-11
1191,62,Male,Shirt,Clothing,45,South Carolina,M,Orange,Winter,4.3,No,Next Day Air,Yes,Yes,31,Credit Card,Weekly,33.8569,-80.945,1191.0,62786541b3339c9d519920d6a0145bf6,purchase,2023-04-12,08:00:00,2023-04
1311,43,Male,Hoodie,Clothing,59,South Carolina,L,Brown,Winter,3.1,No,Store Pickup,Yes,Yes,38,Credit Card,Every 3 Months,33.8569,-80.945,1311.0,e52388d03f27800eb5bb0f9a98edbd56,like,2023-11-17,08:00:00,2023-11
1350,21,Male,Socks,Clothing,36,South Carolina,XL,Black,Spring,3.2,No,Next Day Air,Yes,Yes,23,Cash,Bi-Weekly,33.8569,-80.945,1350.0,294a38ac8d19bd86d50a9ae01b79ffa8,like,2023-12-26,08:00:00,2023-12
1507,35,Male,Shirt,Clothing,30,South Carolina,L,Beige,Fall,3.0,No,2-Day Shipping,Yes,Yes,44,PayPal,Quarterly,33.8569,-80.945,1507.0,aa65994789a193b4822a48ac566bd4c5,like,2023-10-17,08:00:00,2023-10
1548,46,Male,Hat,Accessories,46,South Carolina,L,Teal,Summer,3.5,No,Standard,Yes,Yes,40,Cash,Quarterly,33.8569,-80.945,1548.0,44b79cb74d6050ffc7a6cd0aee246eca,purchase,2023-11-27,08:00:00,2023-11
1635,28,Male,Coat,Outerwear,23,South Carolina,S,Orange,Summer,3.6,No,Store Pickup,Yes,Yes,30,Cash,Every 3 Months,33.8569,-80.945,1635.0,cca75108bcc9c4bec43f0a531ed21fb9,purchase,2023-05-11,08:00:00,2023-05
1673,18,Male,Boots,Footwear,73,South Carolina,L,Gold,Fall,3.8,No,Free Shipping,Yes,Yes,15,Venmo,Quarterly,33.8569,-80.945,1673.0,6340c6a32b3c8a539b14265db000456d,view,2023-12-13,08:00:00,2023-12
1698,36,Male,Shirt,Clothing,87,South Carolina,L,Lavender,Fall,3.5,No,Next Day Air,No,No,48,Credit Card,Every 3 Months,33.8569,-80.945,1698.0,93a8a1e2a90621b9508282b65f835150,purchase,2023-05-01,10:00:00,2023-05
1797,62,Male,Skirt,Clothing,35,South Carolina,S,Brown,Spring,3.1,No,Store Pickup,No,No,34,Venmo,Weekly,33.8569,-80.945,1797.0,26155985d097aa89dbe6032a8a16a026,purchase,2023-04-14,10:00:00,2023-04
1837,66,Male,Pants,Clothing,52,South Carolina,M,Teal,Fall,4.2,No,2-Day Shipping,No,No,35,Credit Card,Monthly,33.8569,-80.945,1837.0,c8aefad059877efa5099c1cea82a0d9e,view,2023-05-24,10:00:00,2023-05
1958,68,Male,Gloves,Accessories,54,South Carolina,M,Cyan,Spring,4.5,No,Store Pickup,No,No,26,Cash,Bi-Weekly,33.8569,-80.945,1958.0,71f43b213f41921802eb97c901b27671,like,2023-12-19,08:00:00,2023-12
2033,46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Next Day Air,No,No,13,Cash,Annually,33.8569,-80.945,2033.0,fe3ad4679c014b9eb51dd1cc933da137,like,2023-11-15,08:00:00,2023-11
2041,69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,No,No,42,Venmo,Quarterly,33.8569,-80.945,2041.0,5685f99af1b4801ed849e52c6187caea,purchase,2023-11-23,08:00:00,2023-11
2063,54,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,No,Standard,No,No,15,Cash,Quarterly,33.8569,-80.945,2063.0,262839bbb8def46cc766adf8ed1a8d0e,like,2023-12-15,08:00:00,2023-12
2072,69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,Store Pickup,No,No,37,PayPal,Quarterly,33.8569,-80.945,2072.0,a5a0883c4dc29980ec7d3357ec4f23c8,view,2023-12-24,08:00:00,2023-12
2076,46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Express,No,No,49,Debit Card,Monthly,33.8569,-80.945,2076.0,9798ba508bf780ea42c3ca875935c751,view,2023-12-28,08:00:00,2023-12
2095,53,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,No,Standard,No,No,19,Venmo,Annually,33.8569,-80.945,2095.0,c8482f5eca970866c09ef79b0bc525be,purchase,2023-01-14,10:00:00,2023-01
2106,65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,No,38,Venmo,Bi-Weekly,33.8569,-80.945,2106.0,c943ab780c84288f592e8bb660c4b744,purchase,2023-01-25,10:00:00,2023-01
2171,40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,Next Day Air,No,No,37,Venmo,Every 3 Months,33.8569,-80.945,2171.0,476217d5a91d8636f896c2023ec90d41,purchase,2023-03-31,10:00:00,2023-03
2245,35,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually,33.8569,-80.945,2245.0,4bf1583907f58f8e05981a5e2610764a,purchase,2023-06-13,10:00:00,2023-06
2262,58,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly,33.8569,-80.945,2262.0,15e88489271644e5d91d37ce896245b6,view,2023-06-30,10:00:00,2023-06
2333,36,Male,Scarf,Accessories,53,South Carolina,XL,Olive,Fall,2.6,No,Store Pickup,No,No,10,Venmo,Monthly,33.8569,-80.945,2333.0,1ac73cbb98faa35ac1c3d996945ee495,view,2023-09-09,10:00:00,2023-09
2603,65,Male,Coat,Outerwear,44,South Carolina,M,Black,Fall,2.9,No,Free Shipping,No,No,1,Venmo,Quarterly,33.8569,-80.945,2603.0,4e9767fb56d86b009d804fcfa1802c88,like,2023-02-24,10:00:00,2023-02
2648,60,Male,Shoes,Footwear,58,South Carolina,M,Red,Summer,3.3,No,2-Day Shipping,No,No,25,Debit Card,Annually,33.8569,-80.945,2648.0,3019c0ac11c3291208c5210d32b73ac3,like,2023-10-04,10:00:00,2023-10
2661,24,Female,Pants,Clothing,85,South Carolina,L,Yellow,Spring,4.9,No,Express,No,No,44,Venmo,Annually,33.8569,-80.945,2661.0,40de0f6117fb7ce48dd82b683158aee8,like,2023-04-23,10:00:00,2023-04
2805,65,Female,Hoodie,Clothing,76,South Carolina,M,Cyan,Spring,2.8,No,Standard,No,No,48,Bank Transfer,Every 3 Months,33.8569,-80.945,2805.0,8ec020cf3a8c732378cb6ae0ba17c349,purchase,2023-09-14,10:00:00,2023-09
2807,45,Female,Blouse,Clothing,39,South Carolina,L,Purple,Spring,2.7,No,Standard,No,No,50,Credit Card,Annually,33.8569,-80.945,2807.0,8c759a7dda32c4c4119757edaf9eb91d,like,2023-09-16,10:00:00,2023-09
2818,25,Female,Backpack,Accessories,65,South Carolina,XL,Yellow,Winter,3.4,No,Standard,No,No,6,Venmo,Weekly,33.8569,-80.945,2818.0,42b0dbb733eb635cfa49f8cfa0856fb4,like,2023-09-27,10:00:00,2023-09
2969,26,Female,Sweater,Clothing,48,South Carolina,S,Gray,Fall,4.9,No,Express,No,No,25,Cash,Every 3 Months,33.8569,-80.945,2969.0,6aaa19b3539e17d5adb109baa42b0acf,purchase,2023-11-19,08:00:00,2023-11
61,50,Male,Sweater,Clothing,37,Idaho,L,Brown,Summer,4.0,Yes,Express,Yes,Yes,17,Cash,Weekly,44.0682,-114.742,61.0,5483f67f50a97a8dd7f404f80eab75e1,purchase,2023-09-12,08:00:00,2023-09
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,31,Bank Transfer,Fortnightly,44.0682,-114.742,148.0,01bbe4d02c928d24da487a8749ee2553,view,2023-11-17,08:00:00,2023-11
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,44.0682,-114.742,179.0,37069a8a693f09448ea83242955ff56c,purchase,2023-12-18,08:00:00,2023-12
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32,Cash,Weekly,44.0682,-114.742,200.0,8e34bfe8fdd48732e9f5c8fd0ae1c2a3,view,2023-06-01,10:00:00,2023-06
393,26,Male,T-shirt,Clothing,82,Idaho,XL,Black,Spring,3.3,Yes,Next Day Air,Yes,Yes,38,Credit Card,Annually,44.0682,-114.742,393.0,554b218f98d7938948cafc7bf6f374f5,purchase,2023-07-18,10:00:00,2023-07
400,60,Male,Scarf,Accessories,35,Idaho,L,Blue,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,10,Debit Card,Monthly,44.0682,-114.742,400.0,873a1332aab2b3995adc88c8c7e5ced6,view,2023-07-25,10:00:00,2023-07
440,62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,Free Shipping,Yes,Yes,31,Cash,Monthly,44.0682,-114.742,440.0,891cac5659f0725d805dd7bd8f2d533f,purchase,2023-03-09,10:00:00,2023-03
552,29,Male,Coat,Outerwear,78,Idaho,XL,Green,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly,44.0682,-114.742,552.0,1952b686e7dbbdce310bb111a9f02683,purchase,2023-12-22,08:00:00,2023-12
564,61,Male,Shoes,Footwear,99,Idaho,M,Black,Fall,4.4,Yes,Standard,Yes,Yes,16,Debit Card,Quarterly,44.0682,-114.742,564.0,bb73dcf116b625ee294970951b6a5f55,purchase,2023-01-01,10:00:00,2023-01
566,59,Male,Backpack,Accessories,43,Idaho,L,Lavender,Fall,4.2,Yes,Store Pickup,Yes,Yes,10,Venmo,Weekly,44.0682,-114.742,566.0,e87dd1fcbb133c80b2c89687e8edf739,like,2023-03-01,10:00:00,2023-03
615,68,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4.0,Yes,Standard,Yes,Yes,21,Credit Card,Bi-Weekly,44.0682,-114.742,615.0,5caaf089f37595fdc5333946fcd0c56e,view,2023-06-11,08:00:00,2023-06
702,51,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months,44.0682,-114.742,702.0,164964ecce0e32d8697acc9687f22dac,like,2023-10-22,08:00:00,2023-10
705,34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,Yes,18,PayPal,Annually,44.0682,-114.742,705.0,e9a28220de16fc4aaaa0be937c91065c,like,2023-10-25,08:00:00,2023-10
790,33,Male,Handbag,Accessories,84,Idaho,S,Purple,Fall,2.7,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,44.0682,-114.742,790.0,c2d20c05566d8b9047bf0ab158fc499f,view,2023-10-20,08:00:00,2023-10
819,59,Male,Shirt,Clothing,91,Idaho,M,Peach,Winter,4.9,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly,44.0682,-114.742,819.0,4d7b3b558563dc98c144598755ffc77d,like,2023-11-18,08:00:00,2023-11
830,42,Male,Socks,Clothing,57,Idaho,S,Silver,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Fortnightly,44.0682,-114.742,830.0,d273a6f273df95104c6d51f98c0ab541,purchase,2023-11-29,08:00:00,2023-11
953,36,Male,Hat,Accessories,71,Idaho,S,Red,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,28,PayPal,Monthly,44.0682,-114.742,953.0,47037a88f94060344ec869b54fdfd8ea,view,2023-12-27,08:00:00,2023-12
996,44,Male,Jewelry,Accessories,80,Idaho,M,Magenta,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Weekly,44.0682,-114.742,996.0,b154535de7fb99aaf266e7d4734d34a7,purchase,2023-10-22,08:00:00,2023-10
1017,20,Male,Belt,Accessories,30,Idaho,XL,Blue,Summer,3.4,Yes,Express,Yes,Yes,15,Bank Transfer,Every 3 Months,44.0682,-114.742,1017.0,b37741d6147848cf66c0890defaf8d9b,view,2023-12-11,08:00:00,2023-12
1057,20,Male,Sweater,Clothing,64,Idaho,L,Black,Winter,2.9,No,2-Day Shipping,Yes,Yes,42,Venmo,Fortnightly,44.0682,-114.742,1057.0,ed92fe448d217585fb2b8a8708e6d4ae,purchase,2023-09-11,08:00:00,2023-09
1062,36,Male,Coat,Outerwear,62,Idaho,M,Gray,Summer,4.4,No,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months,44.0682,-114.742,1062.0,ee3b38e8178aa9a7fc346d13873719a3,like,2023-11-14,08:00:00,2023-11
1073,48,Male,Shorts,Clothing,92,Idaho,L,Gold,Fall,3.5,No,Express,Yes,Yes,34,Debit Card,Fortnightly,44.0682,-114.742,1073.0,72f80f7f4e8fbf21fb0133e4e10c5a3a,purchase,2023-11-25,08:00:00,2023-11
1082,62,Male,Belt,Accessories,30,Idaho,XL,Brown,Spring,4.5,No,Standard,Yes,Yes,45,Credit Card,Annually,44.0682,-114.742,1082.0,ebb2f66fc821729f98e3397a7b7e7e5e,purchase,2023-04-12,08:00:00,2023-04
1099,49,Male,Handbag,Accessories,98,Idaho,S,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,27,Credit Card,Weekly,44.0682,-114.742,1099.0,9dde85d0cfc1bfadc2421426113721af,view,2023-12-21,08:00:00,2023-12
1154,27,Male,Shirt,Clothing,41,Idaho,M,Pink,Summer,4.0,No,Free Shipping,Yes,Yes,6,Bank Transfer,Quarterly,44.0682,-114.742,1154.0,81fb288c513c24842a3b59cd5b571632,view,2023-10-28,08:00:00,2023-10
1236,23,Male,Sweater,Clothing,22,Idaho,M,Red,Spring,3.0,No,Store Pickup,Yes,Yes,46,PayPal,Every 3 Months,44.0682,-114.742,1236.0,634031dfa6e27eea16ab043ee7707964,like,2023-01-16,10:00:00,2023-01
1269,23,Male,Jacket,Outerwear,88,Idaho,XL,Charcoal,Winter,2.9,No,Next Day Air,Yes,Yes,25,Debit Card,Bi-Weekly,44.0682,-114.742,1269.0,d1fda45df51fdd99508c4343a3072daf,like,2023-02-18,10:00:00,2023-02
1303,23,Male,Sneakers,Footwear,25,Idaho,M,Gold,Fall,2.9,No,Next Day Air,Yes,Yes,37,Credit Card,Monthly,44.0682,-114.742,1303.0,ca9b22af3159b6d2bcfdb931c2e8607f,like,2023-09-11,08:00:00,2023-09
1334,29,Male,Pants,Clothing,69,Idaho,M,Lavender,Winter,2.7,No,Next Day Air,Yes,Yes,9,Bank Transfer,Quarterly,44.0682,-114.742,1334.0,ef4837060b32d255e39ad7374bc1a9c1,like,2023-10-12,08:00:00,2023-10
1341,40,Male,Belt,Accessories,72,Idaho,M,Peach,Fall,4.4,No,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months,44.0682,-114.742,1341.0,faa6ec4efa99c8aaa32eb3eacf838122,like,2023-12-17,08:00:00,2023-12
1417,48,Male,Boots,Footwear,56,Idaho,L,Silver,Summer,3.4,No,Free Shipping,Yes,Yes,46,Cash,Quarterly,44.0682,-114.742,1417.0,4da385f22018ea0a167d89652bc05cff,purchase,2023-11-14,08:00:00,2023-11
1443,53,Male,Hoodie,Clothing,92,Idaho,S,Violet,Spring,2.8,No,2-Day Shipping,Yes,Yes,42,Credit Card,Annually,44.0682,-114.742,1443.0,ee82d25d58b2ff84fcd7eaec6a0be276,like,2023-10-12,08:00:00,2023-10
1444,58,Male,Sandals,Footwear,47,Idaho,L,Teal,Fall,4.2,No,Next Day Air,Yes,Yes,2,Cash,Monthly,44.0682,-114.742,1444.0,944d284eda2f2977e53fa2c87fba3a56,view,2023-11-12,08:00:00,2023-11
1487,25,Male,Sneakers,Footwear,73,Idaho,S,Yellow,Spring,5.0,No,Free Shipping,Yes,Yes,23,Venmo,Every 3 Months,44.0682,-114.742,1487.0,db7f6fbe6c76b9a9ad8f74d5ffe2f625,like,2023-01-21,10:00:00,2023-01
1497,63,Male,T-shirt,Clothing,98,Idaho,M,Purple,Winter,5.0,No,Standard,Yes,Yes,9,Venmo,Bi-Weekly,44.0682,-114.742,1497.0,10430549c6c9424de07f4a20890cfd22,like,2023-01-31,10:00:00,2023-01
1566,58,Male,Sunglasses,Accessories,93,Idaho,L,Peach,Fall,4.2,No,Free Shipping,Yes,Yes,48,PayPal,Annually,44.0682,-114.742,1566.0,ec98cb1b456d92fad6cb2353979181d3,purchase,2023-12-15,08:00:00,2023-12
1705,56,Male,Sneakers,Footwear,20,Idaho,M,Lavender,Summer,3.9,No,Store Pickup,No,No,19,Cash,Every 3 Months,44.0682,-114.742,1705.0,aff5193024631920663f2e1a6daec64d,like,2023-12-01,10:00:00,2023-12
1716,23,Male,Dress,Clothing,69,Idaho,XL,Gray,Spring,3.4,No,2-Day Shipping,No,No,30,PayPal,Bi-Weekly,44.0682,-114.742,1716.0,f1bf04d33924520d82006705ab405c25,like,2023-01-23,10:00:00,2023-01
1732,21,Male,Backpack,Accessories,87,Idaho,M,Gray,Fall,3.1,No,Next Day Air,No,No,12,Cash,Monthly,44.0682,-114.742,1732.0,2613489830ad368e90a61f6ba6b5f790,view,2023-08-02,10:00:00,2023-08
1763,36,Male,Sandals,Footwear,42,Idaho,M,Brown,Summer,3.1,No,Express,No,No,41,Bank Transfer,Fortnightly,44.0682,-114.742,1763.0,ce18350472569b2812cfade19216829b,like,2023-11-03,10:00:00,2023-11
1906,47,Male,Boots,Footwear,35,Idaho,M,Teal,Summer,4.9,No,2-Day Shipping,No,No,14,Bank Transfer,Fortnightly,44.0682,-114.742,1906.0,4781ae0132428131263f9bec70fb6096,like,2023-10-28,08:00:00,2023-10
1919,35,Male,Skirt,Clothing,33,Idaho,S,Purple,Summer,4.6,No,Standard,No,No,33,Debit Card,Monthly,44.0682,-114.742,1919.0,4b933fa4f4706058f735d0697bbca624,view,2023-10-11,08:00:00,2023-10
2020,31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,Store Pickup,No,No,23,Cash,Fortnightly,44.0682,-114.742,2020.0,0fed7394d08a20f139e7b509f2e27a10,purchase,2023-02-11,08:00:00,2023-02
2024,46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Store Pickup,No,No,28,Cash,Bi-Weekly,44.0682,-114.742,2024.0,d86ff1dce4aa66c35f2112767cfda33c,purchase,2023-06-11,08:00:00,2023-06
2103,23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,Store Pickup,No,No,23,Cash,Monthly,44.0682,-114.742,2103.0,d3a6dddbd4c4e8be9b60eb5925e04577,view,2023-01-22,10:00:00,2023-01
2166,29,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months,44.0682,-114.742,2166.0,6308fe7ee781814a193e67bd8082d207,view,2023-03-26,10:00:00,2023-03
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually,44.0682,-114.742,2188.0,b1358a8555c5814720e8514c61115917,view,2023-04-17,10:00:00,2023-04
2215,50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Standard,No,No,20,Debit Card,Weekly,44.0682,-114.742,2215.0,c899e69eeaf0dd67fb9ebd03b52f0c0c,purchase,2023-05-14,10:00:00,2023-05
2219,67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly,44.0682,-114.742,2219.0,42f08580945e07c9fa36b4b7a579ae2d,purchase,2023-05-18,10:00:00,2023-05
2283,18,Male,Sneakers,Footwear,97,Idaho,S,Red,Fall,4.2,No,2-Day Shipping,No,No,8,Credit Card,Annually,44.0682,-114.742,2283.0,61a0c8cc7c649e43b530b4f18d986a56,like,2023-07-21,10:00:00,2023-07
2300,64,Male,Coat,Outerwear,57,Idaho,M,Violet,Summer,3.7,No,Store Pickup,No,No,48,Credit Card,Every 3 Months,44.0682,-114.742,2300.0,b8a7d9b115d0448718f04a399ba3784e,like,2023-07-08,10:00:00,2023-07
2336,31,Male,Coat,Outerwear,37,Idaho,M,Black,Summer,3.9,No,Store Pickup,No,No,10,Venmo,Fortnightly,44.0682,-114.742,2336.0,223eee8ad08f27555115fd0227a6b499,like,2023-12-09,10:00:00,2023-12
2429,65,Male,T-shirt,Clothing,38,Idaho,M,Violet,Spring,4.4,No,Next Day Air,No,No,34,Debit Card,Annually,44.0682,-114.742,2429.0,7ca93384d566df7ff5ca05e33d4f8a5b,purchase,2023-12-23,08:00:00,2023-12
2503,46,Male,Skirt,Clothing,47,Idaho,L,Pink,Spring,4.1,No,Standard,No,No,17,PayPal,Every 3 Months,44.0682,-114.742,2503.0,a25aafdeaea39dba0b1b0a1123d957ac,purchase,2023-11-18,08:00:00,2023-11
