Customer ID,Age,Gender,Item Purchased,product_category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,product id,Interaction type,Date,Heure,Month,Product Name,customer_category,Selling Price,Model Number,Image,Product Url,Is Amazon Seller,Sub Category,Shipping Weight (lbs),Length,Width,Height
2752,27,Female,Dress,Clothing,52,Minnesota,S,Indigo,Fall,3.1,No,Free Shipping,No,No,50,Venmo,Monthly,83734a4d169a93eb44258ab4a4fc23c9,view,2023-07-23,10:00:00,2023-07,DC Collectibles Aquaman Movie: Mera Resin Statue,Toys & Games,99.95,JUN188984,https://images-na.ssl-images-amazon.com/images/I/41cQQyUPjKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41n8MB36uKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41UOVPQz%2BfL.jpg|https://images-na.ssl-images-amazon.com/images/I/315Ztxj6b-L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/DC-Collectibles-Aquaman-Movie-Statue/dp/B07FNHGTMQ,Y,Statues,4.35,5.0,5.0,12.0
2753,48,Female,Sweater,Clothing,64,Colorado,S,Peach,Winter,4.0,No,Free Shipping,No,No,30,Venmo,Bi-Weekly,56f32f444e4fdeb9fa7655686c505707,like,2023-07-24,10:00:00,2023-07,Adora 20254002   Doll & Fishytime Bundle,Toys & Games,37.86,20254002,https://images-na.ssl-images-amazon.com/images/I/51ODD5FMm0L.jpg|https://images-na.ssl-images-amazon.com/images/I/51MQ2zW6nWL.jpg|https://images-na.ssl-images-amazon.com/images/I/51R-e6FjeRL.jpg|https://images-na.ssl-images-amazon.com/images/I/51PgOLB493L.jpg|https://images-na.ssl-images-amazon.com/images/I/51XnMibTazL.jpg|https://images-na.ssl-images-amazon.com/images/I/61sIH71-pUL.jpg|https://images-na.ssl-images-amazon.com/images/I/51QBa%2BXtEZL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Adora-20254002-Doll-Fishytime-Bundle/dp/B0741DBLZ7,Y,Clothing & Shoes,1.9,5.0,2.0,13.0
2754,69,Female,Gloves,Accessories,59,Rhode Island,M,Beige,Spring,3.6,No,Next Day Air,No,No,48,PayPal,Quarterly,0ea882ea633b2b13890b8aaf659b823e,like,2023-07-25,10:00:00,2023-07,"Fisher-Price Nickelodeon Shimmer & Shine, Minu",Toys & Games,7.63,FHN27,https://images-na.ssl-images-amazon.com/images/I/41RGbDEnw5L.jpg|https://images-na.ssl-images-amazon.com/images/I/51b4zK6fuyL.jpg|https://images-na.ssl-images-amazon.com/images/I/41FcnbBbtYL.jpg|https://images-na.ssl-images-amazon.com/images/I/41CXV8gasnL.jpg|https://images-na.ssl-images-amazon.com/images/I/41di-WnU5DL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Fisher-Price-Nickelodeon-Shimmer-Shine-Minu/dp/B078K7TZ2P,Y,Action Figures,5.1,2.3,2.4,6.0
2755,59,Female,Sunglasses,Accessories,61,New Jersey,L,Gold,Summer,3.6,No,Free Shipping,No,No,21,Venmo,Bi-Weekly,8b1a0cd297ba43f6db1a7aab2e2c427a,purchase,2023-07-26,10:00:00,2023-07,Hot Wings Continental Airlines Md DC-10 Jet with Connectible Runway,Toys & Games,6.99,15110,https://images-na.ssl-images-amazon.com/images/I/41P4c%2BkOEML.jpg|https://images-na.ssl-images-amazon.com/images/I/41LbpKLMRnL.jpg|https://images-na.ssl-images-amazon.com/images/I/31LrjmSqJ%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/21MHi5ClGBL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Hot-Wings-Continental-Airlines-Connectible/dp/B008D68ML2,Y,Die-Cast Vehicles,3.68,7.5,4.0,2.2
2756,59,Female,Belt,Accessories,97,Nevada,M,Indigo,Winter,3.3,No,Store Pickup,No,No,18,Credit Card,Annually,af42354110bd367c6058033cf8d1879a,view,2023-07-27,10:00:00,2023-07,Mega Construx Pokemon Blastoise,Toys & Games,23.89,FPM99,https://images-na.ssl-images-amazon.com/images/I/413Y2jAAJkL.jpg|https://images-na.ssl-images-amazon.com/images/I/417mylDSqQL.jpg|https://images-na.ssl-images-amazon.com/images/I/417nA2Sh5fL.jpg|https://images-na.ssl-images-amazon.com/images/I/4106qGQiOaL.jpg|https://images-na.ssl-images-amazon.com/images/I/51lZMHWGskL.jpg|https://images-na.ssl-images-amazon.com/images/I/41M2r2yC1vL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ou3Mn47qL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Mega-Construx-Pok%C3%A9mon-Blastoise-Building/dp/B075NQ7M37,Y,Building Toys,14.4,1.9,12.8,9.0
2758,39,Female,Hat,Accessories,98,Delaware,XL,Brown,Fall,4.3,No,Next Day Air,No,No,11,Venmo,Monthly,a40eaa35451d569b6efd39a299bd74d3,purchase,2023-07-29,10:00:00,2023-07,Battat – Wooden Passenger Trains – Classic & Compatible Wooden Toy Train Car Accessories for Kids & Collectors Aged 3 Years Old & Up (6Pc),Toys & Games,12.99,BT2637Z,https://images-na.ssl-images-amazon.com/images/I/41-0lReisDL.jpg|https://images-na.ssl-images-amazon.com/images/I/51WaAhlXltL.jpg|https://images-na.ssl-images-amazon.com/images/I/51iDJE2yGiL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Qy3uYiUnL.jpg|https://images-na.ssl-images-amazon.com/images/I/41MtPkmlGYL.jpg|https://images-na.ssl-images-amazon.com/images/I/41mBtthDKwL.jpg|https://images-na.ssl-images-amazon.com/images/I/41T0rBkPubL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Battat-Passenger-Compatible-Accessories-Collectors/dp/B07V3RNL17,Y,Train Cars,1.55,4.2,1.2,1.8
2759,32,Female,Blouse,Clothing,98,Illinois,M,Purple,Summer,3.2,No,Standard,No,No,8,Bank Transfer,Bi-Weekly,8c5faab4c05feb36f600bcc75fdf970f,purchase,2023-07-30,10:00:00,2023-07,"Barbie Dreamtopia Mermaid Doll, Coral Hair",Toys & Games,9.99,FXT11,https://images-na.ssl-images-amazon.com/images/I/31Sy09E7yIL.jpg|https://images-na.ssl-images-amazon.com/images/I/41LOpETCJNL.jpg|https://images-na.ssl-images-amazon.com/images/I/41JRTc1041L.jpg|https://images-na.ssl-images-amazon.com/images/I/41P1tJ8OxDL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ZxlMd0uNL.jpg|https://images-na.ssl-images-amazon.com/images/I/410IcKeWt5L.jpg|https://images-na.ssl-images-amazon.com/images/I/41CvVRg3gVL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Barbie-Dreamtopia-Mermaid-Doll-3/dp/B07FFNNJR2,Y,Dolls,9.1,4.5,2.1,12.8
2760,68,Female,Shoes,Footwear,59,Washington,M,Turquoise,Summer,3.9,No,Free Shipping,No,No,42,Cash,Every 3 Months,6362b100b65bcd566afb7835d076d9cb,view,2023-07-31,10:00:00,2023-07,Quercetti Kaleido Gears - 55 Piece Building Set with 3 Different Sized Gears,Toys & Games,27.99,2341,https://images-na.ssl-images-amazon.com/images/I/51FzXyahXFL.jpg|https://images-na.ssl-images-amazon.com/images/I/41tNwye2HcL.jpg|https://images-na.ssl-images-amazon.com/images/I/512YA4EL4RL.jpg|https://images-na.ssl-images-amazon.com/images/I/51N-UQXBweL.jpg|https://images-na.ssl-images-amazon.com/images/I/41pEpHRAQEL.jpg|https://images-na.ssl-images-amazon.com/images/I/51FzXyahXFL.jpg|https://images-na.ssl-images-amazon.com/images/I/619SReq9cKL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Quercetti-Kaleido-Gears-Building-Different/dp/B00000J048,Y,Building Sets,2.35,3.1,11.4,13.4
2761,41,Female,Skirt,Clothing,82,Alaska,S,Violet,Fall,5.0,No,Next Day Air,No,No,41,Credit Card,Bi-Weekly,cbb38ba66f34b59a1078ca6560bfd7c2,like,2023-01-08,10:00:00,2023-01,Fur Babies World DREAMSTARS - Kiki,Toys & Games,4.6,93602,https://images-na.ssl-images-amazon.com/images/I/41rFWuC82aL.jpg|https://images-na.ssl-images-amazon.com/images/I/41OJ5-L0SSL.jpg|https://images-na.ssl-images-amazon.com/images/I/51-HFfyhOaL.jpg|https://images-na.ssl-images-amazon.com/images/I/51tqITyohwL.jpg|https://images-na.ssl-images-amazon.com/images/I/41SUretxpcL.jpg|https://images-na.ssl-images-amazon.com/images/I/31AB8yXGI%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/61Pth8byrBL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/FUR-BABIES-WORLD-DREAMSTARS-Kiki/dp/B079G1D589,Y,Stuffed Animals & Teddy Bears,2.4,3.9,2.8,4.7
2762,31,Female,Sneakers,Footwear,82,Michigan,M,Purple,Fall,3.4,No,Next Day Air,No,No,3,Credit Card,Every 3 Months,500026cca3cfc5802ccd2aca30120326,view,2023-02-08,10:00:00,2023-02,Beast Kingdom The Little Mermaid Ds-012 D-Stage Series Statue,Toys & Games,25.79,MAY189046,https://images-na.ssl-images-amazon.com/images/I/41sIytwwCxL.jpg|https://images-na.ssl-images-amazon.com/images/I/51CYVX5TcaL.jpg|https://images-na.ssl-images-amazon.com/images/I/51VMLTabWgL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Beast-Kingdom-Little-Mermaid-D-Stage/dp/B07GCLX342,Y,Statues,10.2,4.0,4.0,6.0
2763,58,Female,T-shirt,Clothing,41,Georgia,M,Charcoal,Fall,3.8,No,Store Pickup,No,No,10,Debit Card,Every 3 Months,37d676f5e32a707feb0666cf308adfd8,like,2023-03-08,10:00:00,2023-03,Foil Snowflake Danglers (2/Pkg),Toys & Games,13.35,20781,https://images-na.ssl-images-amazon.com/images/I/51I3lXWY6TL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Foil-Snowflake-Danglers-2-Pkg/dp/B0019I1EV6,Y,Party Favors,0.32,9.5,7.0,1.0
2765,63,Female,Sweater,Clothing,41,Arizona,XL,White,Spring,2.6,No,Next Day Air,No,No,2,Debit Card,Weekly,a4461ad1658c41fcebbe3d24af8b5c6c,view,2023-05-08,10:00:00,2023-05,WowWee Untamed Radioactive Raptor - Gamma (Red) - Interactive Toy,Toys & Games,10.03,3977,https://images-na.ssl-images-amazon.com/images/I/41x7nLU52SL.jpg|https://images-na.ssl-images-amazon.com/images/I/41OgAljxyjL.jpg|https://images-na.ssl-images-amazon.com/images/I/41WmYegC3UL.jpg|https://images-na.ssl-images-amazon.com/images/I/41rE617kONL.jpg|https://images-na.ssl-images-amazon.com/images/I/51K0%2BoGrsBL.jpg|https://images-na.ssl-images-amazon.com/images/I/519G5ASN26L.jpg|https://images-na.ssl-images-amazon.com/images/I/51cmp3W2VxL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/WowWee-Untamed-Radioactive-Dinos-Fingerlings/dp/B07NDZR67T,Y,Electronic Pets,7.4,4.3,2.4,5.1
2766,64,Female,Gloves,Accessories,70,Colorado,M,Purple,Summer,4.3,No,2-Day Shipping,No,No,24,Credit Card,Quarterly,df9dcdadab777e41c847b8dfc9ed4e07,like,2023-06-08,10:00:00,2023-06,"Melissa & Doug Smarty Pants Kindergarten Card Set (Trivia Games, Educational Card Set for Kids, Developed with Educators, 120 Cards, Great Gift for Girls and Boys - Best for 5, 6, and 7 Year Olds)",Toys & Games,12.49,5071,https://images-na.ssl-images-amazon.com/images/I/51vdxACh6nL.jpg|https://images-na.ssl-images-amazon.com/images/I/513kA%2ByLvWL.jpg|https://images-na.ssl-images-amazon.com/images/I/413rhqLq%2BIL.jpg|https://images-na.ssl-images-amazon.com/images/I/51-2Zrux0xL.jpg|https://images-na.ssl-images-amazon.com/images/I/51XgJedNK5L.jpg|https://images-na.ssl-images-amazon.com/images/I/51PmCfiuQuL.jpg|https://images-na.ssl-images-amazon.com/images/I/61tNUzBGPXL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Melissa-Doug-Kindergarten-Educational-Developed/dp/B007WDU1GG,Y,Flash Cards,1.0,7.0,6.0,2.0
2767,66,Female,Dress,Clothing,91,Tennessee,M,Cyan,Winter,2.8,No,Standard,No,No,47,Credit Card,Monthly,f6e099d7860398bdf2aac36272cc4709,view,2023-07-08,10:00:00,2023-07,Max Factory Fate/Grand Order: Master/Female Protagonist Figma Action Figure,Unknown,64.98,-,https://images-na.ssl-images-amazon.com/images/I/31Ho2KVON4L.jpg|https://images-na.ssl-images-amazon.com/images/I/419rO9uCiPL.jpg|https://images-na.ssl-images-amazon.com/images/I/412x54huoIL.jpg|https://images-na.ssl-images-amazon.com/images/I/41aZKYu9orL.jpg|https://images-na.ssl-images-amazon.com/images/I/41uySPCe76L.jpg|https://images-na.ssl-images-amazon.com/images/I/41RRga4bqlL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Max-Factory-Fate-Grand-Order/dp/B07N3MKJNR,Y,Unknown,6.4,2.0,1.0,5.5
2769,55,Female,Blouse,Clothing,25,Kansas,M,Beige,Spring,3.8,No,2-Day Shipping,No,No,28,PayPal,Bi-Weekly,5250cb7ddf6dbf6d458424a95f98f46e,like,2023-09-08,10:00:00,2023-09,Carson-Dellosa Key Education Textured Touch and Trace: Lowercase Manipulative (846012),Toys & Games,15.99,846012,https://images-na.ssl-images-amazon.com/images/I/418JKaPTbPL.jpg|https://images-na.ssl-images-amazon.com/images/I/61xhBhIHs4L.jpg|https://images-na.ssl-images-amazon.com/images/I/51u6Hr7aPqL.jpg|https://images-na.ssl-images-amazon.com/images/I/617Rs0%2BzDhL.jpg|https://images-na.ssl-images-amazon.com/images/I/51O6xmCKL4L.jpg|https://images-na.ssl-images-amazon.com/images/I/41Obl4W8jgL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Carson-Dellosa-Education-Textured-Touch-Trace/dp/1933052600,Y,Learning & Education,14.4,6.0,4.5,3.0
2771,50,Female,Boots,Footwear,44,Nebraska,S,Blue,Fall,3.3,No,Express,No,No,22,Bank Transfer,Quarterly,177836ff4ccb164ae166d1d937bae71e,view,2023-11-08,10:00:00,2023-11,"Rubies Costume Star Wars Collection Pet Costume, Princess Leia",Pet Supplies,18.86,887894 M,11 x 4 x 17 inches  3.52 ounces,Unknown,Unknown,Costumes,1970.0,11.0,4.0,17.0
2772,58,Female,Jacket,Outerwear,52,Maryland,S,Beige,Summer,3.1,No,2-Day Shipping,No,No,12,Bank Transfer,Fortnightly,2d906d1408a8824609081453a0421305,like,2023-12-08,10:00:00,2023-12,Brainwright Disney Deluxe Cube Minnie Mouse Puzzle (850 Piece),Toys & Games,12.43,8221,https://images-na.ssl-images-amazon.com/images/I/51xVOsxIBnL.jpg|https://images-na.ssl-images-amazon.com/images/I/61CBVShme1L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Brainwright-Disney-Deluxe-Minnie-Puzzle/dp/B013B2BWHI,Y,Jigsaw Puzzles,1.07,24.0,18.0,0.1
2773,18,Female,Backpack,Accessories,94,Pennsylvania,L,Blue,Spring,3.5,No,Store Pickup,No,No,10,Bank Transfer,Every 3 Months,0027503a50a4f83becb24bf43b2cafcc,purchase,2023-08-13,10:00:00,2023-08,"Green Toys TRNRG-1293 Train, Red/Green",Toys & Games,17.28,TRNRG-1293,https://images-na.ssl-images-amazon.com/images/I/41TbvgFrfvL.jpg|https://images-na.ssl-images-amazon.com/images/I/51tQiLLbGLL.jpg|https://images-na.ssl-images-amazon.com/images/I/5129B59iJ6L.jpg|https://images-na.ssl-images-amazon.com/images/I/31IwcJ5SM-L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Green-Toys-TRNRG-1293-Train-Red/dp/B07FW9R8DY,Y,Train Sets,1.8,14.2,4.0,9.2
2778,52,Female,Blouse,Clothing,24,Idaho,M,Magenta,Fall,4.8,No,Standard,No,No,28,Credit Card,Every 3 Months,977e0c1d7d7227d180439005e8048208,like,2023-08-18,10:00:00,2023-08,Revell Fast & Furious 69 Chevy Yenko Camaro Model Kit,Toys & Games,26.99,85-4314,https://images-na.ssl-images-amazon.com/images/I/51wLYK0Vf1L.jpg|https://images-na.ssl-images-amazon.com/images/I/51LtuCZdejL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Revell-Furious-Chevy-Yenko-Camaro/dp/B01EZ1IYVG,Y,Model Kits,11.2,13.9,19.2,13.4
2780,61,Female,Sunglasses,Accessories,66,Montana,L,Blue,Winter,4.3,No,Express,No,No,14,Credit Card,Fortnightly,66fb5ba1fa6603986d00368940ffc4dd,purchase,2023-08-20,10:00:00,2023-08,"Little Buddy Official Kirby Adventure Animal Kirby 5.5"" Plush Doll",Toys & Games,14.14,1323,https://images-na.ssl-images-amazon.com/images/I/41Lgv3df3ZL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Little-Buddy-Official-Adventure-Animal/dp/B00FMIU046,Y,Plush Figures,5.6,7.0,3.0,5.5
2781,33,Female,Boots,Footwear,70,Ohio,M,Charcoal,Winter,4.1,No,Next Day Air,No,No,29,PayPal,Fortnightly,47bcacfcc3f2f744e47e30ede7eaf549,view,2023-08-21,10:00:00,2023-08,"Star Cutouts | Gold | 9"" | Party Decor | 40 Ct.",Toys & Games,28.22,192200.19,https://images-na.ssl-images-amazon.com/images/I/31zZdOw6AeL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Star-Cutouts-Gold-Party-Decor/dp/B07L8QFJNL,Y,Party Supplies,1.51,11.2,10.1,1.7
2783,41,Female,Gloves,Accessories,34,Idaho,S,Cyan,Spring,3.8,No,Free Shipping,No,No,30,PayPal,Annually,449359f36f22c66e193302083c016111,purchase,2023-08-23,10:00:00,2023-08,"Monster High Sweet 1600 Deluxe Frankie Stein Costume, Large","Clothing, Shoes & Jewelry",17.35,880991L,https://images-na.ssl-images-amazon.com/images/I/41E5qiHJhFL.jpg|https://images-na.ssl-images-amazon.com/images/I/61LLZIAYS2L.jpg|https://images-na.ssl-images-amazon.com/images/I/51-MNUhTXhL.jpg|https://images-na.ssl-images-amazon.com/images/I/51FavPwLucL.jpg|https://images-na.ssl-images-amazon.com/images/I/51ZwQkLFwbL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Monster-Sweet-Deluxe-Frankie-Costume/dp/B00BJH3ZCI,Y,Costumes,1.55,12.0,18.0,4.0
2784,19,Female,Skirt,Clothing,38,Virginia,M,Silver,Spring,4.5,No,Next Day Air,No,No,26,Credit Card,Quarterly,d5bb61d58ddbba2cc16c781d14f83f5b,purchase,2023-08-24,10:00:00,2023-08,"Richard Mcguire's Go Fish Card Game for Kids (Go Fishing Game for Kids, Card Games for Children, Preschool Card Games)",Unknown,9.99,9781450000000,https://images-na.ssl-images-amazon.com/images/I/51c9-2funpL.jpg|https://images-na.ssl-images-amazon.com/images/I/41oEk5dJ17L.jpg|https://images-na.ssl-images-amazon.com/images/I/41h6DH4nqFL.jpg|https://images-na.ssl-images-amazon.com/images/I/41fIuE6jK9L.jpg|https://images-na.ssl-images-amazon.com/images/I/51FErfKdllL.jpg|https://images-na.ssl-images-amazon.com/images/I/51s1mx4ddVL.jpg|https://images-na.ssl-images-amazon.com/images/I/41U69Q7sZbL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Richard-McGuires-Fish-Card-Game/dp/1452146551,Y,Unknown,4.8,3.0,0.8,4.2
2786,53,Female,Blouse,Clothing,80,Louisiana,S,Green,Summer,2.9,No,Next Day Air,No,No,13,Bank Transfer,Monthly,e00cc7f464d8ec7e86c341af4d066538,like,2023-08-26,10:00:00,2023-08,Shrinky Dinks Creative Pack 25 Sheets Crystal Clear Kids Art and Craft Activity,Toys & Games,16.19,0SD100-25A,https://images-na.ssl-images-amazon.com/images/I/51uMXNRiuSL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Shrinky-Dinks-Creative-Sheets-Crystal/dp/B07MCVVDX1,Y,Craft Kits,12.5,9.0,0.4,13.0
2787,54,Female,Handbag,Accessories,51,Colorado,M,Violet,Spring,3.8,No,Next Day Air,No,No,41,Debit Card,Every 3 Months,286ae6455bbe6ff6917e3a09fea09708,view,2023-08-27,10:00:00,2023-08,Barbie Doll,Toys & Games,19.99,GLM47,https://images-na.ssl-images-amazon.com/images/I/41nurL3C9OL.jpg|https://images-na.ssl-images-amazon.com/images/I/516QRqhPSGL.jpg|https://images-na.ssl-images-amazon.com/images/I/515KZ7CRtML.jpg|https://images-na.ssl-images-amazon.com/images/I/41IwxEGQ%2BLL.jpg|https://images-na.ssl-images-amazon.com/images/I/41MhBF17DdL.jpg|https://images-na.ssl-images-amazon.com/images/I/51VLFP7ccOL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Barbie-GLM47-Doll/dp/B07XD6DXBW,Y,Dolls,11.0,8.5,2.8,12.8
2788,36,Female,Boots,Footwear,79,West Virginia,XL,Pink,Spring,4.1,No,Next Day Air,No,No,4,Venmo,Fortnightly,4970c25f8dbb5c880b24561e75841853,like,2023-08-28,10:00:00,2023-08,"American Greetings Lego Batman Party Supplies, Paper Dessert Plates (40-Count)",Toys & Games,18.13,6020815,https://images-na.ssl-images-amazon.com/images/I/41L0P7yMa4L.jpg|https://images-na.ssl-images-amazon.com/images/I/51oEr%2BGNsiL.jpg|https://images-na.ssl-images-amazon.com/images/I/41aD9BITkhL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/American-Greetings-Batman-Dinner-40-Count/dp/B077HT4JJD,Y,Plates,1.5,0.0,9.0,9.0
2789,56,Female,Boots,Footwear,92,Rhode Island,M,Olive,Summer,3.1,No,Free Shipping,No,No,2,Credit Card,Annually,a92a8f8ad237dc4771a78cc63429c27c,purchase,2023-08-29,10:00:00,2023-08,Armored Black Knight,Toys & Games,11.29,39275,https://images-na.ssl-images-amazon.com/images/I/414F0Yjf%2B9L.jpg|https://images-na.ssl-images-amazon.com/images/I/31cWRVNrBeL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Papo-39275-Armored-Black-Knight/dp/B000EZW9CI,Y,Action Figures,1.6,2.4,2.4,5.9
2791,34,Female,Socks,Clothing,63,Maine,M,Black,Spring,4.5,No,Free Shipping,No,No,24,Debit Card,Annually,961ee6d71785f708c0c630042e4b93db,like,2023-08-31,10:00:00,2023-08,"Batman v Superman: Dawn of Justice, Blast Attack Batman, 6 Inch Action Figure",Toys & Games,10.85,DJG34,https://images-na.ssl-images-amazon.com/images/I/51ZKB1S3nxL.jpg|https://images-na.ssl-images-amazon.com/images/I/5179LZXAwEL.jpg|https://images-na.ssl-images-amazon.com/images/I/51OBi5UMBEL.jpg|https://images-na.ssl-images-amazon.com/images/I/41cTJn7J6PL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Vk7ajzOHL.jpg|https://images-na.ssl-images-amazon.com/images/I/51gpsmwqN9L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Batman-Superman-Justice-Attack-Action/dp/B016BR2EPO,Y,Action Figures,4.0,6.8,1.8,10.8
2792,43,Female,Gloves,Accessories,60,Iowa,M,Yellow,Fall,2.8,No,Express,No,No,14,Venmo,Fortnightly,7cdffb660e7ece91513ff98f0988a0cf,view,2023-01-09,10:00:00,2023-01,"Duncan Toys Maple Drop Pro Kendama, Assorted Colors",Toys & Games,13.79,3870KE,https://images-na.ssl-images-amazon.com/images/I/31WQsshBGxL.jpg|https://images-na.ssl-images-amazon.com/images/I/41qJeHqF0wL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Ts43Gzr%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/517CStFmv9L.jpg|https://images-na.ssl-images-amazon.com/images/I/514lJ8vrHCL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Duncan-Maple-Kendama-Assorted-Colors/dp/B01CKHZKSW,Y,Toy Sports,9.6,2.7,2.2,7.0
2793,54,Female,Shorts,Clothing,44,Kentucky,L,Violet,Winter,3.2,No,Express,No,No,11,Credit Card,Weekly,6751ec46e92327d1d88e68c372ee1bd5,like,2023-02-09,10:00:00,2023-02,San Francisco The Seven Sisters by Eugene Lushpin 1000-Piece Puzzle,Toys & Games,19.95,6000-0958,https://images-na.ssl-images-amazon.com/images/I/51QJhN6uFcL.jpg|https://images-na.ssl-images-amazon.com/images/I/514XmI8ThcL.jpg|https://images-na.ssl-images-amazon.com/images/I/51YsNP7q85L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Francisco-Sisters-Eugene-Lushpin-1000-Piece/dp/B01M3Q4FFA,Y,Jigsaw Puzzles,1.65,14.0,2.4,10.0
2794,37,Female,Boots,Footwear,57,Massachusetts,M,Silver,Spring,3.1,No,Standard,No,No,27,Debit Card,Bi-Weekly,ee93fb52dd47c886c969ea95421ada65,like,2023-03-09,10:00:00,2023-03,"Swimline Soccerball Island Pool Inflatable Ride-On, White",Toys & Games,26.25,90531,https://images-na.ssl-images-amazon.com/images/I/51ikk-b8HCL.jpg|https://images-na.ssl-images-amazon.com/images/I/51qsO3qieFL.jpg|https://images-na.ssl-images-amazon.com/images/I/51q10E%2BXbHL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Swimline-Soccerball-Island-Inflatable-Ride/dp/B078D75JRF,Y,Pool Rafts & Inflatable Ride-ons,4.26,60.0,60.0,8.5
2795,33,Female,Jacket,Outerwear,24,New York,M,Gold,Fall,3.3,No,Standard,No,No,7,Cash,Fortnightly,8174b197677e912421556a5b27d0ee19,purchase,2023-04-09,10:00:00,2023-04,Infinity Nado Auto - Accelerating Electronic Nado,Toys & Games,24.99,US624406,https://images-na.ssl-images-amazon.com/images/I/31CdA2PRyHL.jpg|https://images-na.ssl-images-amazon.com/images/I/41tXyaJfugL.jpg|https://images-na.ssl-images-amazon.com/images/I/41I0mto%2ByNL.jpg|https://images-na.ssl-images-amazon.com/images/I/412yg0R%2BmNL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Infinity-Nado-Auto-Accelerating-Electronic/dp/B07S5813DM,Y,Games & Accessories,5.9,2.3,2.3,2.7
